iter	Accuracy	Logloss
63	0.9831181728	0.1622196628
64	0.9831181728	0.1595576217
65	0.9841112214	0.1576393535
66	0.9841112214	0.1543132756
67	0.9841112214	0.1518628131
68	0.9831181728	0.1489715047
69	0.9841112214	0.1473918473
70	0.9831181728	0.1442681318
71	0.9831181728	0.1420526413
72	0.9831181728	0.1399960857
73	0.9831181728	0.1378063025
74	0.9841112214	0.1362288643
75	0.9841112214	0.1341292189
76	0.9851042701	0.1320486582
77	0.9851042701	0.1301854864
78	0.9860973188	0.1283070894
79	0.9860973188	0.1265322877
80	0.9860973188	0.124277287
81	0.9860973188	0.1227741586
82	0.9860973188	0.1211520071
83	0.9860973188	0.1197510865
84	0.9860973188	0.1184771757
85	0.9860973188	0.1168973179
86	0.9860973188	0.1154091581
87	0.9870903674	0.113517368
88	0.9870903674	0.1119015149
89	0.9870903674	0.1107118379
90	0.9880834161	0.109250649
91	0.9890764647	0.1079582812
92	0.9890764647	0.1063182013
93	0.9890764647	0.1044846548
94	0.9890764647	0.1029868444
95	0.9890764647	0.101867535
96	0.9880834161	0.1007212074
97	0.9890764647	0.09961614228
98	0.9890764647	0.09861565475
99	0.9890764647	0.09753611428
100	0.9890764647	0.09625827138
101	0.9890764647	0.09505335035
102	0.9890764647	0.09400417554
103	0.9890764647	0.0929644031
104	0.9890764647	0.09209119032
105	0.9890764647	0.09096899628
106	0.9890764647	0.09017689827
107	0.9890764647	0.08953653037
108	0.9890764647	0.08821092792
109	0.9890764647	0.08715037383
110	0.9890764647	0.0861060692
111	0.9900695134	0.08513843187
112	0.9900695134	0.08439601235
113	0.9900695134	0.08360351958
114	0.9900695134	0.08281513315
115	0.9900695134	0.08202690106
116	0.9900695134	0.08131073439
117	0.9910625621	0.0802963011
118	0.9900695134	0.07956626803
119	0.9910625621	0.07891582668
120	0.9910625621	0.07815830077
121	0.9910625621	0.07735843623
122	0.9910625621	0.0767313465
123	0.9910625621	0.07610526927
124	0.9910625621	0.07533979062
125	0.9910625621	0.0746418803
126	0.9910625621	0.07383215196
127	0.9910625621	0.07322821686
128	0.9910625621	0.07265729368
129	0.9910625621	0.07219551079
130	0.9920556107	0.07162654499
131	0.9920556107	0.07098733243
132	0.9920556107	0.07034303064
133	0.9920556107	0.06951397798
134	0.9920556107	0.06890673599
135	0.9920556107	0.0684321393
136	0.9920556107	0.06787950801
137	0.9920556107	0.06714900691
138	0.9920556107	0.06653256272
139	0.9920556107	0.06604618362
140	0.9920556107	0.06552715746
141	0.9920556107	0.06492509237
142	0.9920556107	0.06447075921
143	0.9920556107	0.06405706619
144	0.9920556107	0.06350214601
145	0.9920556107	0.0629225072
146	0.9920556107	0.06248696152
147	0.9920556107	0.0618647356
148	0.9920556107	0.06145065977
149	0.9920556107	0.06096685425
150	0.9920556107	0.06059225415
151	0.9920556107	0.06027812564
152	0.9920556107	0.05995783457
153	0.9920556107	0.05956264829
154	0.9920556107	0.05901164261
155	0.9920556107	0.05870568143
156	0.9920556107	0.05823394317
157	0.9920556107	0.05786435665
158	0.9920556107	0.05736601834
159	0.9920556107	0.05690437565
160	0.9920556107	0.05653574529
161	0.9920556107	0.05617600359
162	0.9920556107	0.05558067305
163	0.9920556107	0.05524879716
164	0.9920556107	0.05484605651
165	0.9920556107	0.05454508277
166	0.9920556107	0.05426433489
167	0.9920556107	0.05383990986
168	0.9920556107	0.0536312266
169	0.9920556107	0.0533305761
170	0.9920556107	0.05302446041
171	0.9920556107	0.052668917
172	0.9920556107	0.05235636971
173	0.9920556107	0.05197541869
174	0.9920556107	0.05150299004
175	0.9920556107	0.05106684074
176	0.9920556107	0.05074899807
177	0.9920556107	0.05049365661
178	0.9920556107	0.05024553434
179	0.9920556107	0.04993046355
180	0.9920556107	0.04971856876
181	0.9920556107	0.04942185424
182	0.9920556107	0.04918334594
183	0.9920556107	0.04889859452
184	0.9920556107	0.0485994959
185	0.9920556107	0.04843041286
186	0.9920556107	0.04817393976
187	0.9920556107	0.04789210495
188	0.9920556107	0.04760587656
189	0.9920556107	0.04734061863
190	0.9920556107	0.04710228032
191	0.9920556107	0.04682134183
192	0.9920556107	0.04647473955
193	0.9920556107	0.046184578
194	0.9920556107	0.04584427193
195	0.9920556107	0.04558462303
196	0.9920556107	0.04544305485
197	0.9920556107	0.04517401321
198	0.9920556107	0.04490651981
199	0.9930486594	0.04463630829
200	0.9930486594	0.0444529838
201	0.9930486594	0.04422476762
202	0.9930486594	0.04397451951
203	0.9930486594	0.04373901344
204	0.9930486594	0.04345041616
205	0.9930486594	0.04322953275
206	0.9930486594	0.04303799454
207	0.9930486594	0.04285318117
208	0.9930486594	0.04267619241
209	0.9930486594	0.04238747811
210	0.9930486594	0.04217901576
211	0.9930486594	0.04199744098
212	0.9930486594	0.04181132162
213	0.9930486594	0.04169923985
214	0.9930486594	0.04146898129
215	0.9930486594	0.04131211322
216	0.9930486594	0.04110815419
217	0.9930486594	0.04090359674
218	0.9930486594	0.0407293376
219	0.9930486594	0.04052518121
220	0.9930486594	0.04034982444
221	0.9930486594	0.0400936565
222	0.9930486594	0.03984966943
223	0.9930486594	0.03970880586
224	0.9930486594	0.03957748128
225	0.9930486594	0.03939429788
226	0.9930486594	0.03919741061
227	0.9930486594	0.03906175641
228	0.9930486594	0.03888155051
229	0.9930486594	0.03870860129
230	0.9930486594	0.03850256485
231	0.9930486594	0.03834881924
232	0.9930486594	0.03819121526
233	0.9930486594	0.03806332441
234	0.9930486594	0.03790478276
235	0.9930486594	0.03776288913
236	0.9930486594	0.03757860968
237	0.9930486594	0.03744982857
238	0.9930486594	0.03719956396
239	0.9930486594	0.03706405275
240	0.9930486594	0.03691295101
241	0.9930486594	0.03678852476
242	0.9930486594	0.03658881789
243	0.9930486594	0.03645134815
244	0.9930486594	0.03629600632
245	0.9930486594	0.03610238124
246	0.9930486594	0.03593083489
247	0.9930486594	0.03578909978
248	0.9930486594	0.03568206758
249	0.9930486594	0.03557203994
250	0.9930486594	0.03543802499
251	0.9930486594	0.03530450565
252	0.9930486594	0.03517189033
253	0.9930486594	0.03503114849
254	0.9930486594	0.03486753038
255	0.9930486594	0.03472887753
256	0.9930486594	0.03461389735
257	0.9930486594	0.03447054226
258	0.9930486594	0.03433613682
259	0.9930486594	0.03421138524
260	0.9930486594	0.03409113202
261	0.9930486594	0.03397397772
262	0.9930486594	0.03383895747
263	0.9930486594	0.03372338056
264	0.9930486594	0.03356201995
265	0.9930486594	0.03345684632
266	0.9930486594	0.03326636956
267	0.9930486594	0.03315916027
268	0.9930486594	0.03303632605
269	0.9930486594	0.0329419722
270	0.9930486594	0.03284827074
271	0.9930486594	0.03272449225
272	0.9930486594	0.03260353204
273	0.9930486594	0.03249134221
274	0.9930486594	0.03237392223
275	0.9930486594	0.03226477151
276	0.9930486594	0.03216212297
277	0.9930486594	0.03205719136
278	0.9930486594	0.03194482783
279	0.9930486594	0.03186085247
280	0.9930486594	0.03174935678
281	0.9930486594	0.03163773429
282	0.9930486594	0.03151347666
283	0.9930486594	0.03141881903
284	0.9930486594	0.03132625505
285	0.9930486594	0.03123117549
286	0.9930486594	0.0311331211
287	0.9930486594	0.03102651576
288	0.9930486594	0.03093882678
289	0.9930486594	0.03085107527
290	0.9930486594	0.03077796253
291	0.9930486594	0.0306836869
292	0.9930486594	0.03059390079
293	0.9930486594	0.03049463334
294	0.9930486594	0.03041232562
295	0.9930486594	0.0303104166
296	0.9930486594	0.03023792134
297	0.9930486594	0.03017331654
298	0.9930486594	0.03007113172
299	0.9930486594	0.02998951691
300	0.9930486594	0.02989360973
301	0.9930486594	0.02979273166
302	0.9930486594	0.02973973636
303	0.9930486594	0.029641236
304	0.9930486594	0.02955651734
305	0.9930486594	0.02950522155
306	0.9930486594	0.02942785511
307	0.9930486594	0.02927864087
308	0.9930486594	0.02918420837
309	0.9930486594	0.02910805632
310	0.9930486594	0.02903224882
311	0.9930486594	0.02895749897
312	0.9930486594	0.02887204967
313	0.9930486594	0.02882167933
314	0.9930486594	0.02876166654
315	0.9930486594	0.02865580399
316	0.9930486594	0.02858601097
317	0.9930486594	0.02849346801
318	0.9930486594	0.028410271
319	0.9930486594	0.02833112681
320	0.9930486594	0.02823965633
321	0.9930486594	0.02817575532
322	0.9930486594	0.02810346888
323	0.9930486594	0.02802760524
324	0.9930486594	0.02796665237
325	0.9930486594	0.02790338344
326	0.9930486594	0.02783545964
327	0.9930486594	0.02775208819
328	0.9930486594	0.02770808244
329	0.9930486594	0.02761116896
330	0.9930486594	0.02754684385
331	0.9930486594	0.02748592342
332	0.9930486594	0.02741160068
333	0.9930486594	0.02737390371
334	0.9930486594	0.02727918037
335	0.9930486594	0.02717302459
336	0.9930486594	0.02711632188
337	0.9930486594	0.02704829904
338	0.9930486594	0.02698694754
339	0.9930486594	0.02689406792
340	0.9930486594	0.02682882892
341	0.9930486594	0.02677534689
342	0.9930486594	0.02670522493
343	0.9930486594	0.02662683666
344	0.9930486594	0.02654879843
345	0.9930486594	0.02647937391
346	0.9930486594	0.02642983275
347	0.9930486594	0.02637516606
348	0.9930486594	0.02630072391
349	0.9930486594	0.02622435803
350	0.9930486594	0.02614511447
351	0.9930486594	0.02609067653
352	0.9930486594	0.02604016629
353	0.9930486594	0.02598583818
354	0.9930486594	0.02590511425
355	0.9930486594	0.02584304222
356	0.9930486594	0.02579189958
357	0.9930486594	0.02572564514
358	0.9930486594	0.02567007487
359	0.9930486594	0.02558452913
360	0.9930486594	0.02550344261
361	0.9930486594	0.02542117623
362	0.9930486594	0.02536916108
363	0.9930486594	0.02531449346
364	0.9930486594	0.02527115125
365	0.9930486594	0.02522840527
366	0.9930486594	0.02518212315
367	0.9930486594	0.02513516931
368	0.9930486594	0.02507931819
369	0.9930486594	0.02498217516
370	0.9930486594	0.02491978167
371	0.9930486594	0.02486394954
372	0.9930486594	0.02479419372
373	0.9930486594	0.02473592135
374	0.9930486594	0.02468851854
375	0.9930486594	0.02462327609
376	0.9930486594	0.02458183269
377	0.9930486594	0.02453069703
378	0.9930486594	0.0244776858
379	0.9930486594	0.02443038062
380	0.9930486594	0.02438627368
381	0.9930486594	0.02435731553
382	0.9930486594	0.02430603708
383	0.9930486594	0.02425490876
384	0.9930486594	0.0242082141
385	0.9930486594	0.02415894624
386	0.9930486594	0.02411608634
387	0.9930486594	0.02406710597
388	0.9930486594	0.02402124885
389	0.9930486594	0.02397729501
390	0.9930486594	0.02393775094
391	0.9930486594	0.02390622314
392	0.9930486594	0.02386031467
393	0.9930486594	0.02382504023
394	0.9930486594	0.02378571815
395	0.9930486594	0.02373965679
396	0.9930486594	0.02367778721
397	0.9930486594	0.02364355692
398	0.9930486594	0.0235953274
399	0.9930486594	0.02355353659
400	0.9930486594	0.02350266422
401	0.9930486594	0.02345895902
402	0.9930486594	0.02342419654
403	0.9930486594	0.0233816044
404	0.9930486594	0.02332952238
405	0.9930486594	0.02326424665
406	0.9930486594	0.02321242383
407	0.9930486594	0.02316218829
408	0.9930486594	0.02312305522
409	0.9930486594	0.02308294731
410	0.9930486594	0.02301330411
411	0.9930486594	0.02297120197
412	0.9930486594	0.02291848961
413	0.9930486594	0.02288112417
414	0.9930486594	0.02283620866
415	0.9930486594	0.02280180247
416	0.9930486594	0.02275927072
417	0.9930486594	0.0227238606
418	0.9930486594	0.022674416
419	0.9930486594	0.0226349616
420	0.9930486594	0.02259791469
421	0.9930486594	0.02256852389
422	0.9930486594	0.02253263974
423	0.9930486594	0.02250255679
424	0.9930486594	0.0224686702
425	0.9930486594	0.02244025804
426	0.9930486594	0.02240699217
427	0.9930486594	0.02236800022
428	0.9930486594	0.02233973943
429	0.9930486594	0.02232184244
430	0.9930486594	0.02228299625
431	0.9930486594	0.0222497206
432	0.9930486594	0.02221819224
433	0.9930486594	0.02217555604
434	0.9930486594	0.02214790821
435	0.9930486594	0.02211224772
436	0.9930486594	0.02207956713
437	0.9930486594	0.02204897339
438	0.9930486594	0.02201298288
439	0.9930486594	0.02196967928
440	0.9930486594	0.02193206625
441	0.9930486594	0.02189988209
442	0.9930486594	0.02186437322
443	0.9930486594	0.0218236549
444	0.9930486594	0.02178926741
445	0.9930486594	0.02175246528
446	0.9930486594	0.02171440496
447	0.9930486594	0.02168276507
448	0.9930486594	0.02165750514
449	0.9930486594	0.02162788186
450	0.9930486594	0.02158924413
451	0.9930486594	0.02155817584
452	0.9930486594	0.02152634952
453	0.9930486594	0.02149994527
454	0.9930486594	0.02146159243
455	0.9930486594	0.02141734072
456	0.9930486594	0.02138905559
457	0.9930486594	0.02135169655
458	0.9930486594	0.0213089924
459	0.9930486594	0.02126901282
460	0.9930486594	0.02124132281
461	0.9930486594	0.02121705376
462	0.9930486594	0.02118889157
463	0.9930486594	0.02116137682
464	0.9930486594	0.02112452251
465	0.9930486594	0.02109037366
466	0.9930486594	0.02104999994
467	0.9930486594	0.02102513105
468	0.9930486594	0.02098728219
469	0.9930486594	0.02095888683
470	0.9930486594	0.02092406473
471	0.9930486594	0.02089520801
472	0.9930486594	0.02087148964
473	0.9930486594	0.02084333473
474	0.9930486594	0.02081169579
475	0.9930486594	0.0207860243
476	0.9930486594	0.02076049481
477	0.9930486594	0.0207187208
478	0.9930486594	0.02069590721
479	0.9930486594	0.02066930647
480	0.9930486594	0.02062980898
481	0.9930486594	0.02060638107
482	0.9930486594	0.02057744935
483	0.9930486594	0.02054637295
484	0.9930486594	0.02051544811
485	0.9930486594	0.02048293117
486	0.9930486594	0.02044506036
487	0.9930486594	0.02041114957
488	0.9930486594	0.02037974526
489	0.9930486594	0.02034078424
490	0.9930486594	0.02031660686
491	0.9930486594	0.02027991696
492	0.9930486594	0.02025342362
493	0.9930486594	0.02023038674
494	0.9930486594	0.02020921002
495	0.9930486594	0.02017162178
496	0.9930486594	0.0201348746
497	0.9930486594	0.02011546223
498	0.9930486594	0.02008619163
499	0.9930486594	0.0200635665
500	0.9930486594	0.02003265947
501	0.9930486594	0.02000572725
502	0.9930486594	0.0199790893
503	0.9930486594	0.01995981519
504	0.9930486594	0.01993358313
505	0.9930486594	0.01991261546
506	0.9930486594	0.01988792076
507	0.9930486594	0.01985957788
508	0.9930486594	0.01982995776
509	0.9930486594	0.01980339967
510	0.9930486594	0.01977642776
511	0.9930486594	0.01975130529
512	0.9930486594	0.01972346539
513	0.9930486594	0.01970336533
514	0.9930486594	0.01966962151
515	0.9930486594	0.01964264659
516	0.9930486594	0.01962091891
517	0.9930486594	0.01959846081
518	0.9930486594	0.01957757064
519	0.9930486594	0.01955319647
520	0.9930486594	0.01952714876
521	0.9930486594	0.01950736658
522	0.9930486594	0.01948627682
523	0.9930486594	0.01946721881
524	0.9930486594	0.01944941459
525	0.9930486594	0.019422171
526	0.9930486594	0.01939764236
527	0.9930486594	0.01937585282
528	0.9930486594	0.01935375549
529	0.9930486594	0.01932542101
530	0.9930486594	0.01930564904
531	0.9930486594	0.01927471666
532	0.9930486594	0.01925571448
533	0.9930486594	0.01923329551
534	0.9930486594	0.01921473146
535	0.9930486594	0.01919495834
536	0.9930486594	0.01916591782
537	0.9930486594	0.01914486107
538	0.9930486594	0.01912710202
539	0.9930486594	0.01910924678
540	0.9930486594	0.01908842356
541	0.9930486594	0.01906694035
542	0.9930486594	0.01904798454
543	0.9930486594	0.01903015306
544	0.9930486594	0.01901434765
545	0.9930486594	0.01899610597
546	0.9930486594	0.01897744338
547	0.9930486594	0.01895327946
548	0.9930486594	0.018935555
549	0.9930486594	0.01891716354
550	0.9930486594	0.01888933511
551	0.9930486594	0.01886764987
552	0.9930486594	0.01884195116
553	0.9930486594	0.01881822952
554	0.9930486594	0.01879553051
555	0.9930486594	0.018768364
556	0.9930486594	0.01875272092
557	0.9930486594	0.01873528015
558	0.9930486594	0.01871663409
559	0.9930486594	0.01869720025
560	0.9930486594	0.0186778881
561	0.9930486594	0.01865793275
562	0.9930486594	0.01863709194
563	0.9930486594	0.0186205551
564	0.9930486594	0.01860445049
565	0.9930486594	0.01858665324
566	0.9930486594	0.01856847956
567	0.9930486594	0.0185494994
568	0.9930486594	0.01853290014
569	0.9930486594	0.01851862294
570	0.9930486594	0.01849824907
571	0.9930486594	0.01848537269
572	0.9930486594	0.01845747656
573	0.9930486594	0.01844061882
574	0.9930486594	0.01842502904
575	0.9930486594	0.01840223764
576	0.9930486594	0.01838513813
577	0.9930486594	0.01836850304
578	0.9930486594	0.0183557462
579	0.9930486594	0.01833656159
580	0.9930486594	0.01831785394
581	0.9930486594	0.01829933557
582	0.9930486594	0.01827900794
583	0.9930486594	0.01826137542
584	0.9930486594	0.01824418347
585	0.9930486594	0.01822291245
586	0.9930486594	0.01820523175
587	0.9930486594	0.01819391882
588	0.9930486594	0.01817974709
589	0.9930486594	0.01815407379
590	0.9930486594	0.01813887971
591	0.9930486594	0.01812112999
592	0.9930486594	0.01810387297
593	0.9930486594	0.01808614704
594	0.9930486594	0.01806914903
595	0.9930486594	0.01804062136
596	0.9930486594	0.01802142828
597	0.9930486594	0.01800225483
598	0.9930486594	0.01798893312
599	0.9930486594	0.01796697328
600	0.9930486594	0.01794719773
601	0.9930486594	0.01793553954
602	0.9930486594	0.01791732329
603	0.9930486594	0.01790068624
604	0.9930486594	0.01788357166
605	0.9930486594	0.01786636239
606	0.9930486594	0.01785131384
607	0.9930486594	0.01783449356
608	0.9930486594	0.01781872095
609	0.9930486594	0.01779735441
610	0.9930486594	0.01778053573
611	0.9930486594	0.01776363909
612	0.9930486594	0.01774206748
613	0.9930486594	0.01771840167
614	0.9930486594	0.0177049005
615	0.9930486594	0.01768817399
616	0.9930486594	0.01767631631
617	0.9930486594	0.01766195006
618	0.9930486594	0.01763768698
619	0.9930486594	0.01761753696
620	0.9930486594	0.01759606332
621	0.9930486594	0.01758259937
622	0.9930486594	0.01756691514
623	0.9930486594	0.01755103051
624	0.9930486594	0.01753790968
625	0.9930486594	0.01752235826
626	0.9930486594	0.0175099905
627	0.9930486594	0.01749076069
628	0.9930486594	0.01747639268
629	0.9930486594	0.01746523023
630	0.9930486594	0.01745298914
631	0.9930486594	0.01744054549
632	0.9930486594	0.01742544749
633	0.9930486594	0.01740735807
634	0.9930486594	0.01739563985
635	0.9930486594	0.01737688588
636	0.9930486594	0.01736001224
637	0.9930486594	0.0173418333
638	0.9930486594	0.01732545686
639	0.9930486594	0.01730958682
640	0.9930486594	0.01729180024
641	0.9930486594	0.01728080689
642	0.9930486594	0.01725787437
643	0.9930486594	0.01724303602
644	0.9930486594	0.01722751843
645	0.9930486594	0.01721573151
646	0.9930486594	0.01719951789
647	0.9930486594	0.01718854063
648	0.9930486594	0.0171777631
649	0.9930486594	0.01716138512
650	0.9930486594	0.01714617632
651	0.9930486594	0.01713703514
652	0.9930486594	0.01712452962
653	0.9930486594	0.01711117668
654	0.9930486594	0.01709824862
655	0.9930486594	0.01708602155
656	0.9930486594	0.01707302015
657	0.9930486594	0.01705814407
658	0.9930486594	0.01704895392
659	0.9930486594	0.01703592998
660	0.9930486594	0.01702004142
661	0.9930486594	0.01700479797
662	0.9930486594	0.01698893304
663	0.9930486594	0.01697675463
664	0.9930486594	0.01696156911
665	0.9930486594	0.01694989454
666	0.9930486594	0.01693852494
667	0.9930486594	0.01692561797
668	0.9930486594	0.01691127469
669	0.9930486594	0.01689861586
670	0.9930486594	0.01688706965
671	0.9930486594	0.01687681253
672	0.9930486594	0.01686710484
673	0.9930486594	0.01685144813
674	0.9930486594	0.01684008297
675	0.9930486594	0.01682490859
676	0.9930486594	0.01680995247
677	0.9930486594	0.01679477302
678	0.9930486594	0.01678445433
679	0.9930486594	0.01677051824
680	0.9930486594	0.01675590941
681	0.9930486594	0.01674327864
682	0.9930486594	0.0167297851
683	0.9930486594	0.01671988084
684	0.9930486594	0.01670503845
685	0.9930486594	0.01669067608
686	0.9930486594	0.01668115572
687	0.9930486594	0.01667059968
688	0.9930486594	0.01665462357
689	0.9930486594	0.01663934886
690	0.9930486594	0.01662797794
691	0.9930486594	0.01662024088
692	0.9930486594	0.01661035079
693	0.9930486594	0.01659375483
694	0.9930486594	0.01658487603
695	0.9930486594	0.01657296425
696	0.9930486594	0.01656232998
697	0.9930486594	0.0165515517
698	0.9930486594	0.01653885754
699	0.9930486594	0.01652505105
700	0.9930486594	0.01651383692
701	0.9930486594	0.01650404847
702	0.9930486594	0.01648456335
703	0.9930486594	0.01647345846
704	0.9930486594	0.01646315736
705	0.9930486594	0.01645480808
706	0.9930486594	0.01644339089
707	0.9930486594	0.01642976484
708	0.9930486594	0.01641783251
709	0.9930486594	0.01640536001
710	0.9930486594	0.01639149461
711	0.9930486594	0.01637930005
712	0.9930486594	0.01636246354
713	0.9930486594	0.01635617945
714	0.9930486594	0.0163468609
715	0.9930486594	0.01633755423
716	0.9930486594	0.01632579098
717	0.9930486594	0.0163139363
718	0.9930486594	0.01630412506
719	0.9930486594	0.01629365255
720	0.9930486594	0.01628312747
721	0.9930486594	0.01627107468
722	0.9930486594	0.01626274825
723	0.9930486594	0.01624998337
724	0.9930486594	0.01623982621
725	0.9930486594	0.01623035844
726	0.9930486594	0.016217823
727	0.9930486594	0.01620604331
728	0.9930486594	0.01619817822
729	0.9930486594	0.01618851352
730	0.9930486594	0.01618262315
731	0.9930486594	0.01617144538
732	0.9930486594	0.01616199348
733	0.9930486594	0.01614757375
734	0.9930486594	0.01613861747
735	0.9930486594	0.01612552242
736	0.9930486594	0.01611667718
737	0.9930486594	0.01610179235
738	0.9930486594	0.0160931809
739	0.9930486594	0.01608452471
740	0.9930486594	0.01607392227
741	0.9930486594	0.01606072145
742	0.9930486594	0.01604935523
743	0.9930486594	0.01603971167
744	0.9930486594	0.01602708366
745	0.9930486594	0.01601727765
746	0.9930486594	0.01600628123
747	0.9930486594	0.01599627268
748	0.9930486594	0.01598816988
749	0.9930486594	0.01597552634
750	0.9930486594	0.01596221208
751	0.9930486594	0.01595054737
752	0.9930486594	0.01594219227
753	0.9930486594	0.01593158951
754	0.9930486594	0.01592288688
755	0.9930486594	0.01591121852
756	0.9930486594	0.01590080535
757	0.9930486594	0.01589027668
758	0.9930486594	0.01587535602
759	0.9930486594	0.01586799894
760	0.9930486594	0.01585964812
761	0.9930486594	0.01584611124
762	0.9930486594	0.01583587268
763	0.9930486594	0.01582749069
764	0.9930486594	0.01582031388
765	0.9930486594	0.01581159334
766	0.9930486594	0.01580321099
767	0.9930486594	0.01579559843
768	0.9930486594	0.01578658058
769	0.9930486594	0.01577224328
770	0.9930486594	0.01576367928
771	0.9930486594	0.0157582179
772	0.9930486594	0.01575138173
773	0.9930486594	0.01574224758
774	0.9930486594	0.01573521962
775	0.9930486594	0.01572764898
776	0.9930486594	0.01571969832
777	0.9930486594	0.01570756141
778	0.9930486594	0.01569994432
779	0.9930486594	0.01569023762
780	0.9930486594	0.01567756168
781	0.9930486594	0.01566907459
782	0.9930486594	0.01565648847
783	0.9930486594	0.01564536039
784	0.9930486594	0.01563593306
785	0.9930486594	0.01562595494
786	0.9930486594	0.01561669717
787	0.9930486594	0.01560715066
788	0.9930486594	0.01559865966
789	0.9930486594	0.01559164721
790	0.9930486594	0.01558319302
791	0.9930486594	0.01557248806
792	0.9930486594	0.01556621182
793	0.9930486594	0.01555556376
794	0.9930486594	0.01554953757
795	0.9930486594	0.0155376622
796	0.9930486594	0.01552954962
797	0.9930486594	0.01552042331
798	0.9930486594	0.01551109208
799	0.9930486594	0.01550335486
800	0.9930486594	0.01549496487
801	0.9930486594	0.01548861765
802	0.9930486594	0.0154795104
803	0.9930486594	0.01547220014
804	0.9930486594	0.01546544935
805	0.9930486594	0.01545746764
806	0.9930486594	0.01544813152
807	0.9930486594	0.01544009859
808	0.9930486594	0.01543320032
809	0.9930486594	0.01542498956
810	0.9930486594	0.01541747632
811	0.9930486594	0.01541036096
812	0.9930486594	0.01540375732
813	0.9930486594	0.01539525929
814	0.9930486594	0.01538312006
815	0.9930486594	0.01537588468
816	0.9930486594	0.01536699324
817	0.9930486594	0.01535741156
818	0.9930486594	0.01535059485
819	0.9930486594	0.01533929071
820	0.9930486594	0.01533291544
821	0.9930486594	0.01532386037
822	0.9930486594	0.01531750038
823	0.9930486594	0.01530695997
824	0.9930486594	0.01529840006
825	0.9930486594	0.01529238666
826	0.9930486594	0.01528626494
827	0.9930486594	0.01527772477
828	0.9930486594	0.01526713512
829	0.9930486594	0.01525919979
830	0.9930486594	0.01525038522
831	0.9930486594	0.01524326649
832	0.9930486594	0.01523618041
833	0.9930486594	0.01522947874
834	0.9930486594	0.01522345241
835	0.9930486594	0.01521453518
836	0.9930486594	0.0152069974
837	0.9930486594	0.01520209476
838	0.9930486594	0.01519396697
839	0.9930486594	0.01518681816
840	0.9930486594	0.01518124428
841	0.9930486594	0.01517459658
842	0.9930486594	0.01516713324
843	0.9930486594	0.01515975234
844	0.9930486594	0.01515138344
845	0.9930486594	0.01514483709
846	0.9930486594	0.01513649598
847	0.9930486594	0.01512467012
848	0.9930486594	0.01511837162
849	0.9930486594	0.01510821583
850	0.9930486594	0.01509910036
851	0.9930486594	0.01509288873
852	0.9930486594	0.01508691526
853	0.9930486594	0.01507946181
854	0.9930486594	0.01507365855
855	0.9930486594	0.01506616938
856	0.9930486594	0.01505964555
857	0.9930486594	0.01505227842
858	0.9930486594	0.01504591302
859	0.9930486594	0.01503827246
860	0.9930486594	0.01502973851
861	0.9930486594	0.01502219905
862	0.9930486594	0.01501605326
863	0.9930486594	0.01501020883
864	0.9930486594	0.0150024407
865	0.9930486594	0.01499419239
866	0.9930486594	0.01498725636
867	0.9930486594	0.01498094841
868	0.9930486594	0.01497560909
869	0.9930486594	0.01496834752
870	0.9930486594	0.0149601346
871	0.9930486594	0.01495425831
872	0.9930486594	0.01494677505
873	0.9930486594	0.01494021658
